tweet_id,date,time,name,rating_numerator,rating_denominator,breed_pred,pred_conf,dog_stage,source,text,favorite_count,retweet_count
870374049280663552,2017-06-01,20:18:38,Zoey,13,10,golden_retriever,0.841001,None,iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,73722,22672
870308999962521604,2017-06-01,16:00:09,Rumble,13,10,Greater_Swiss_Mountain_dog,0.6227520000000001,None,iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",19419,3538
869772420881756160,2017-05-31,04:27:59,Dewey,13,10,Pembroke,0.980148,None,iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",37895,8663
869702957897576449,2017-05-30,23:51:58,Stanley,13,10,Pembroke,0.993449,None,iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,24976,5366
869227993411051520,2017-05-29,16:24:37,Gizmo,13,10,Pembroke,0.664181,None,iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,18081,3192
868880397819494401,2017-05-28,17:23:24,Walter,14,10,French_bulldog,0.0999839,None,iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,57736,12208
868622495443632128,2017-05-28,00:18:35,None,13,10,Labrador_retriever,0.868107,None,iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,23572,4447
868552278524837888,2017-05-27,19:39:34,Cooper,12,10,whippet,0.378151,None,iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",8941,1744
867900495410671616,2017-05-26,00:29:37,None,12,10,Labrador_retriever,0.522644,None,iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",21533,3555
867774946302451713,2017-05-25,16:10:44,Harold,13,10,Border_collie,0.661953,None,iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,30156,6229
867051520902168576,2017-05-23,16:16:06,None,13,10,Samoyed,0.471403,None,iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",28610,6755
866686824827068416,2017-05-22,16:06:55,Lili,12,10,flat-coated_retriever,0.51473,None,iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,17069,2954
866334964761202691,2017-05-21,16:48:45,Coco,12,10,Samoyed,0.984086,None,iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,46446,12165
865718153858494464,2017-05-19,23:57:46,Boomer,13,10,golden_retriever,0.673664,None,iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",22853,4819
865359393868664832,2017-05-19,00:12:11,Sammy,13,10,Chesapeake_Bay_retriever,0.832435,None,iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,23516,4273
865006731092295680,2017-05-18,00:50:50,Nelly,13,10,Pembroke,0.989882,None,iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,24968,6639
864279568663928832,2017-05-16,00:41:21,Meatball,12,10,bull_mastiff,0.668613,None,iPhone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,13031,2571
864197398364647424,2017-05-15,19:14:50,Paisley,13,10,golden_retriever,0.945905,None,iPhone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,26555,7560
863553081350529029,2017-05-14,00:34:33,Neptune,13,10,Eskimo_dog,0.41333,None,iPhone,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,13639,3615
863432100342583297,2017-05-13,16:33:49,Belle,12,10,Staffordshire_bullterrier,0.690517,None,iPhone,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,21230,4545
863079547188785154,2017-05-12,17:12:53,None,14,10,Lakeland_terrier,0.275242,None,iPhone,"Ladies and gentlemen... I found Pipsy. He may have changed his name to Pablo, but he never changed his love for the sea. Pupgraded to 14/10 https://t.co/lVU5GyNFen",7869,950
863062471531167744,2017-05-12,16:05:02,Quinn,13,10,French_bulldog,0.935804,None,iPhone,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",7499,2087
862831371563274240,2017-05-12,00:46:44,Zooey,13,10,Australian_terrier,0.207281,None,iPhone,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",17176,4447
862722525377298433,2017-05-11,17:34:13,Dave,11,10,basset,0.39333,None,iPhone,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",15288,3078
862096992088072192,2017-05-10,00:08:34,None,13,10,chow,0.677589,None,iPhone,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,65998,19920
861383897657036800,2017-05-08,00:54:59,Hobbes,13,10,Cardigan,0.771008,None,iPhone,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,32195,9236
861288531465048066,2017-05-07,18:36:02,None,13,10,Bouvier_des_Flandres,0.0826102,None,iPhone,HI. MY. NAME. IS. BOOMER. AND. I. WANT. TO. SAY. IT'S. H*CKIN. RIDICULOUS. THAT. DOGS. CAN'T VOTE. ABSOLUTE. CODSWALLUP. THANK. YOU. 13/10 https://t.co/SqKJPwbQ2g,15311,3577
861005113778896900,2017-05-06,23:49:50,Burt,12,10,German_shepherd,0.507951,None,iPhone,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af https://t.co/jH6EN9cEn6,14957,3322
860563773140209665,2017-05-05,18:36:06,Lorenzo,13,10,Cardigan,0.583936,None,iPhone,"Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below

https://t.co/qZdSdzm08p https://t.co/oDIQ1KkdPt",6705,1850
860524505164394496,2017-05-05,16:00:04,Carl,13,10,Bedlington_terrier,0.286558,None,iPhone,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,21184,4589
859924526012018688,2017-05-04,00:15:58,Milky,12,10,French_bulldog,0.254587,None,iPhone,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help clean. 12/10 very good girl https://t.co/g8vpXFzw29,17575,3573
859851578198683649,2017-05-03,19:26:06,Trooper,13,10,Labrador_retriever,0.899086,None,iPhone,Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13/10 environmentally savvy af https://t.co/BqSttrTuIl,13948,3061
859196978902773760,2017-05-02,00:04:57,quite,12,10,malamute,0.216163,None,iPhone,We only rate dogs. This is quite clearly a smol broken polar bear. We'd appreciate if you only send dogs. Thank you... 12/10 https://t.co/g2nSyGenG9,80181,26187
858471635011153920,2017-04-30,00:02:42,Sophie,13,10,Pembroke,0.987407,None,iPhone,This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble https://t.co/8jOC4zhNxy,19427,4243
858107933456039936,2017-04-28,23:57:28,Wyatt,12,10,golden_retriever,0.863874,None,iPhone,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12/10 keep your chin pup https://t.co/QXA4sCXSDF,14192,2534
857989990357356544,2017-04-28,16:08:49,Rosie,12,10,French_bulldog,0.43258,None,iPhone,This is Rosie. She was just informed of the walk that's about to happen. Knows there are many a stick along the way. 12/10 such excite https://t.co/sOl7cFaP5X,14459,2261
857746408056729600,2017-04-28,00:00:54,Thor,13,10,Labrador_retriever,0.919832,None,iPhone,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would abandon education for https://t.co/7IFn3rkJai,30719,9319
857393404942143489,2017-04-27,00:38:11,None,13,10,malamute,0.8415969999999999,None,iPhone,"Instead of the usual nightly dog rate, I'm sharing this story with you. Meeko is 13/10 and would like your help 

https://t.co/Mj4j6QoIJk https://t.co/JdNE5oqYEV",5298,1436
857263160327368704,2017-04-26,16:00:39,Oscar,13,10,Samoyed,0.998021,None,iPhone,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13/10 https://t.co/e3U4NReleC,18205,3963
857029823797047296,2017-04-26,00:33:27,Zeke,12,10,golden_retriever,0.968623,None,iPhone,This is Zeke. He performs group cheeky wink tutorials. Pawfect execution here. 12/10 would wink back https://t.co/uMH5CLjXJu,16993,3473
856543823941562368,2017-04-24,16:22:16,Callie,12,10,Boston_bull,0.30691,None,iPhone,This is Callie. She'll be your navigator today. Takes her job very seriously. Will shift for you. One ear always in the pupholder. 12/10 https://t.co/Bh9DtLhIBO,14794,2535
856526610513747968,2017-04-24,15:13:52,None,14,10,Old_English_sheepdog,0.798481,None,iPhone,"THIS IS CHARLIE, MARK. HE DID JUST WANT TO SAY HI AFTER ALL. PUPGRADED TO A 14/10. WOULD BE AN HONOR TO FLY WITH https://t.co/p1hBHCmWnA",10804,1651
856282028240666624,2017-04-23,23:01:59,Cermet,14,10,Chihuahua,0.8765430000000001,None,iPhone,"This is Cermet, Paesh, and Morple. They are absolute h*ckin superstars. Watered every day so they can grow. 14/10 for all https://t.co/GUefqUmZv8",25157,5565
855459453768019968,2017-04-21,16:33:22,quite,12,10,Blenheim_spaniel,0.389513,None,iPhone,"Guys, we only rate dogs. This is quite clearly a bulbasaur. Please only send dogs. Thank you... 12/10 human used pet, it's super effective https://t.co/Xc7uj1C64x",27029,7287
854732716440526848,2017-04-19,16:25:34,Marlee,12,10,Pembroke,0.6955479999999999,None,iPhone,This is Marlee. She fetched a flower and immediately requested that it be placed behind her ear. 12/10 elegant af https://t.co/nJztIEON5s,20621,5332
854482394044301312,2017-04-18,23:50:52,Arya,13,10,Chihuahua,0.26024200000000003,None,iPhone,This is Arya. She can barely contain her excitement for more peanut butter. Also patriotic af. 13/10 https://t.co/AL4Ahm1Rm5,26505,6002
854365224396361728,2017-04-18,16:05:17,Einstein,13,10,Pembroke,0.90708,None,iPhone,This is Einstein. He's having a really good day. Hopes you are too. H*ckin nifty tongue. 13/10 would snug intensely https://t.co/mdaQhhfpv6,17162,4135
